Accession,ID,Protein Name,Gene Names,Organism,Taxonomy ID,Length
A0A6H2HB42,A0A6H2HB42_9BURK,Transcription termination factor Rho,rho,Polaromonas vacuolata,37448,420
A0A6H2HB58,A0A6H2HB58_9BURK,Dihydroxy-acid dehydratase,ilvD,Polaromonas vacuolata,37448,564
A0A6H2HB65,A0A6H2HB65_9BURK,4-hydroxy-tetrahydrodipicolinate synthase,dapA,Polaromonas vacuolata,37448,294
A0A6H2HB71,A0A6H2HB71_9BURK,Dihydroorotate dehydrogenase (quinone),pyrD,Polaromonas vacuolata,37448,350
A0A6H2HB85,A0A6H2HB85_9BURK,NADH-quinone oxidoreductase subunit B,nuoB,Polaromonas vacuolata,37448,159
A0A6H2HB89,A0A6H2HB89_9BURK,Catalase,katB,Polaromonas vacuolata,37448,521
A0A6H2HBA1,A0A6H2HBA1_9BURK,Ferrochelatase,hemH,Polaromonas vacuolata,37448,367
A0A6H2HBB0,A0A6H2HBB0_9BURK,ATP-dependent Clp protease proteolytic subunit,clpP,Polaromonas vacuolata,37448,217
A0A6H2HBB9,A0A6H2HBB9_9BURK,Energy-dependent translational throttle protein EttA,ettA,Polaromonas vacuolata,37448,553
A0A6H2HBD8,A0A6H2HBD8_9BURK,lactoylglutathione lyase,gloA_2,Polaromonas vacuolata,37448,132
A0A6H2HBE5,A0A6H2HBE5_9BURK,tRNA-dihydrouridine(20/20a) synthase,dusA,Polaromonas vacuolata,37448,340
A0A6H2HBF2,A0A6H2HBF2_9BURK,Acetyl-coenzyme A synthetase,acs_2,Polaromonas vacuolata,37448,668
A0A6H2HBF3,A0A6H2HBF3_9BURK,3-dehydroquinate dehydratase,aroQ,Polaromonas vacuolata,37448,152
A0A6H2HBF7,A0A6H2HBF7_9BURK,DNA polymerase III subunit gamma/tau,dnaX,Polaromonas vacuolata,37448,695
A0A6H2HBG1,A0A6H2HBG1_9BURK,Chorismate synthase,aroC,Polaromonas vacuolata,37448,365
A0A6H2HBG4,A0A6H2HBG4_9BURK,,pknB,Polaromonas vacuolata,37448,599
A0A6H2HBG5,A0A6H2HBG5_9BURK,Endonuclease III,nth,Polaromonas vacuolata,37448,212
A0A6H2HBG9,A0A6H2HBG9_9BURK,Thymidylate synthase,thyA,Polaromonas vacuolata,37448,275
A0A6H2HBI2,A0A6H2HBI2_9BURK,Lon protease,lon,Polaromonas vacuolata,37448,809
A0A6H2HBI5,A0A6H2HBI5_9BURK,Phosphoglucosamine mutase,glmM,Polaromonas vacuolata,37448,445
A0A6H2HBK2,A0A6H2HBK2_9BURK,ATP-dependent RNA helicase RhlE,rhlE_3,Polaromonas vacuolata,37448,619
A0A6H2HBK5,A0A6H2HBK5_9BURK,S-methyl-5'-thioadenosine phosphorylase,mtnP,Polaromonas vacuolata,37448,298
A0A6H2HBP6,A0A6H2HBP6_9BURK,DNA-binding transcriptional regulator NtrC,glnG,Polaromonas vacuolata,37448,524
A0A6H2HBR1,A0A6H2HBR1_9BURK,Amidophosphoribosyltransferase,purF,Polaromonas vacuolata,37448,504
A0A6H2HBR8,A0A6H2HBR8_9BURK,Glutamate--tRNA ligase,gltX,Polaromonas vacuolata,37448,469
A0A6H2HBS1,A0A6H2HBS1_9BURK,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,Polaromonas vacuolata,37448,380
A0A6H2HBS3,A0A6H2HBS3_9BURK,Corrinoid adenosyltransferase,cobO_2,Polaromonas vacuolata,37448,189
A0A6H2HBU4,A0A6H2HBU4_9BURK,"Fructose-1,6-bisphosphatase class 1",fbp_2,Polaromonas vacuolata,37448,337
A0A6H2HBV1,A0A6H2HBV1_9BURK,UvrABC system protein B,uvrB,Polaromonas vacuolata,37448,706
A0A6H2HBV4,A0A6H2HBV4_9BURK,Methylated-DNA--protein-cysteine methyltransferase,ogt,Polaromonas vacuolata,37448,176
A0A6H2HBW6,A0A6H2HBW6_9BURK,O-succinylhomoserine sulfhydrylase,metZ,Polaromonas vacuolata,37448,409
A0A6H2HBW9,A0A6H2HBW9_9BURK,7-carboxy-7-deazaguanine synthase,queE,Polaromonas vacuolata,37448,211
A0A6H2HBX5,A0A6H2HBX5_9BURK,dCTP deaminase,dcd,Polaromonas vacuolata,37448,192
A0A6H2HBX6,A0A6H2HBX6_9BURK,Argininosuccinate synthase,argG,Polaromonas vacuolata,37448,444
A0A6H2HBY1,A0A6H2HBY1_9BURK,peptidoglycan glycosyltransferase,mrcA_1,Polaromonas vacuolata,37448,797
A0A6H2HBY8,A0A6H2HBY8_9BURK,NAD kinase,nadK,Polaromonas vacuolata,37448,302
A0A6H2HBZ4,A0A6H2HBZ4_9BURK,Ribose-phosphate pyrophosphokinase,prs,Polaromonas vacuolata,37448,378
A0A6H2HBZ9,A0A6H2HBZ9_9BURK,tRNA dimethylallyltransferase,miaA,Polaromonas vacuolata,37448,329
A0A6H2HC00,A0A6H2HC00_9BURK,Phosphopantetheine adenylyltransferase,coaD,Polaromonas vacuolata,37448,169
A0A6H2HC20,A0A6H2HC20_9BURK,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ispH,Polaromonas vacuolata,37448,336
A0A6H2HC21,A0A6H2HC21_9BURK,3-deoxy-D-manno-octulosonic acid transferase,waaA,Polaromonas vacuolata,37448,441
A0A6H2HC27,A0A6H2HC27_9BURK,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX,Polaromonas vacuolata,37448,421
A0A6H2HC39,A0A6H2HC39_9BURK,tRNA (cytidine(34)-2'-O)-methyltransferase,trmL,Polaromonas vacuolata,37448,159
A0A6H2HC45,A0A6H2HC45_9BURK,Peptidyl-tRNA hydrolase,pth,Polaromonas vacuolata,37448,222
A0A6H2HC47,A0A6H2HC47_9BURK,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,miaB,Polaromonas vacuolata,37448,451
A0A6H2HC53,A0A6H2HC53_9BURK,Ribonucleoside-diphosphate reductase subunit beta,nrdB,Polaromonas vacuolata,37448,420
A0A6H2HC64,A0A6H2HC64_9BURK,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",mpl,Polaromonas vacuolata,37448,454
A0A6H2HC65,A0A6H2HC65_9BURK,Serine--tRNA ligase,serS,Polaromonas vacuolata,37448,442
A0A6H2HC72,A0A6H2HC72_9BURK,DNA polymerase III subunit epsilon,dnaQ,Polaromonas vacuolata,37448,236
A0A6H2HC74,A0A6H2HC74_9BURK,UDP-3-O-acyl-N-acetylglucosamine deacetylase,lpxC,Polaromonas vacuolata,37448,307
A0A6H2HC76,A0A6H2HC76_9BURK,Shikimate dehydrogenase (NADP(+)),aroE,Polaromonas vacuolata,37448,291
A0A6H2HC77,A0A6H2HC77_9BURK,Biosynthetic peptidoglycan transglycosylase,mtgA,Polaromonas vacuolata,37448,242
A0A6H2HC78,A0A6H2HC78_9BURK,Cell division protein FtsZ,ftsZ,Polaromonas vacuolata,37448,417
A0A6H2HC79,A0A6H2HC79_9BURK,Glycine dehydrogenase (decarboxylating),gcvP,Polaromonas vacuolata,37448,964
A0A6H2HC82,A0A6H2HC82_9BURK,D-alanine--D-alanine ligase,ddlB,Polaromonas vacuolata,37448,323
A0A6H2HC84,A0A6H2HC84_9BURK,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,murF,Polaromonas vacuolata,37448,478
A0A6H2HC86,A0A6H2HC86_9BURK,Probable peptidoglycan glycosyltransferase FtsW,ftsW,Polaromonas vacuolata,37448,417
A0A6H2HC87,A0A6H2HC87_9BURK,UDP-N-acetylmuramoylalanine--D-glutamate ligase,murD,Polaromonas vacuolata,37448,634
A0A6H2HCB6,A0A6H2HCB6_9BURK,Dihydroorotase,pyrC,Polaromonas vacuolata,37448,347
A0A6H2HCC3,A0A6H2HCC3_9BURK,Crossover junction endodeoxyribonuclease RuvC,ruvC,Polaromonas vacuolata,37448,182
A0A6H2HCD1,A0A6H2HCD1_9BURK,8-amino-7-oxononanoate synthase,bioF_2,Polaromonas vacuolata,37448,396
A0A6H2HCD2,A0A6H2HCD2_9BURK,Fumarate hydratase class II,fumC,Polaromonas vacuolata,37448,466
A0A6H2HCD4,A0A6H2HCD4_9BURK,Phospho-N-acetylmuramoyl-pentapeptide-transferase,mraY,Polaromonas vacuolata,37448,392
A0A6H2HCF2,A0A6H2HCF2_9BURK,Cytochrome c oxidase subunit 2,ctaC,Polaromonas vacuolata,37448,396
A0A6H2HCG2,A0A6H2HCG2_9BURK,Trigger factor,tig,Polaromonas vacuolata,37448,437
A0A6H2HCH1,A0A6H2HCH1_9BURK,"Peptidoglycan D,D-transpeptidase FtsI",penA,Polaromonas vacuolata,37448,577
A0A6H2HCH2,A0A6H2HCH2_9BURK,Histidinol dehydrogenase,hisD,Polaromonas vacuolata,37448,439
A0A6H2HCH5,A0A6H2HCH5_9BURK,Phosphoribosyl-AMP cyclohydrolase,hisI,Polaromonas vacuolata,37448,134
A0A6H2HCH8,A0A6H2HCH8_9BURK,Imidazole glycerol phosphate synthase subunit HisH,hisH,Polaromonas vacuolata,37448,229
A0A6H2HCJ6,A0A6H2HCJ6_9BURK,Shikimate kinase,aroK_2,Polaromonas vacuolata,37448,173
A0A6H2HCJ8,A0A6H2HCJ8_9BURK,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,murG,Polaromonas vacuolata,37448,364
A0A6H2HCJ9,A0A6H2HCJ9_9BURK,3-dehydroquinate synthase,aroB,Polaromonas vacuolata,37448,371
A0A6H2HCK2,A0A6H2HCK2_9BURK,Dihydrofolate synthase/folylpolyglutamate synthase,folC,Polaromonas vacuolata,37448,437
A0A6H2HCK5,A0A6H2HCK5_9BURK,Penicillin-binding protein 1A,mrcA_2,Polaromonas vacuolata,37448,808
A0A6H2HCK6,A0A6H2HCK6_9BURK,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,msrP,Polaromonas vacuolata,37448,332
A0A6H2HCL0,A0A6H2HCL0_9BURK,Glycerol-3-phosphate acyltransferase,plsY,Polaromonas vacuolata,37448,220
A0A6H2HCL3,A0A6H2HCL3_9BURK,Chaperonin GroEL,groL,Polaromonas vacuolata,37448,549
A0A6H2HCL4,A0A6H2HCL4_9BURK,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,bioA,Polaromonas vacuolata,37448,440
A0A6H2HCM1,A0A6H2HCM1_9BURK,3-demethoxyubiquinol 3-hydroxylase,coq7_1,Polaromonas vacuolata,37448,209
A0A6H2HCM6,A0A6H2HCM6_9BURK,Glucose-6-phosphate 1-dehydrogenase,zwf,Polaromonas vacuolata,37448,491
A0A6H2HCN8,A0A6H2HCN8_9BURK,7-cyano-7-deazaguanine synthase,queC,Polaromonas vacuolata,37448,234
A0A6H2HCR1,A0A6H2HCR1_9BURK,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA,Polaromonas vacuolata,37448,427
A0A6H2HCR2,A0A6H2HCR2_9BURK,Co-chaperonin GroES,groS5,Polaromonas vacuolata,37448,96
A0A6H2HCS9,A0A6H2HCS9_9BURK,Formamidopyrimidine-DNA glycosylase,mutM,Polaromonas vacuolata,37448,283
A0A6H2HCT8,A0A6H2HCT8_9BURK,Holliday junction branch migration complex subunit RuvA,ruvA,Polaromonas vacuolata,37448,190
A0A6H2HCU8,A0A6H2HCU8_9BURK,tRNA-cytidine(32) 2-sulfurtransferase,ttcA,Polaromonas vacuolata,37448,328
A0A6H2HCV0,A0A6H2HCV0_9BURK,Glucose-6-phosphate isomerase,pgi,Polaromonas vacuolata,37448,520
A0A6H2HCV6,A0A6H2HCV6_9BURK,"Glutamate-1-semialdehyde 2,1-aminomutase",hemL,Polaromonas vacuolata,37448,444
A0A6H2HCW0,A0A6H2HCW0_9BURK,L-threonine dehydratase,ilvA,Polaromonas vacuolata,37448,551
A0A6H2HCW7,A0A6H2HCW7_9BURK,Diaminopimelate decarboxylase,lysA,Polaromonas vacuolata,37448,436
A0A6H2HCY0,A0A6H2HCY0_9BURK,S-adenosylmethionine synthase,metK,Polaromonas vacuolata,37448,393
A0A6H2HCZ1,A0A6H2HCZ1_9BURK,Holliday junction branch migration complex subunit RuvB,ruvB,Polaromonas vacuolata,37448,353
A0A6H2HD09,A0A6H2HD09_9BURK,Anhydro-N-acetylmuramic acid kinase,anmK,Polaromonas vacuolata,37448,377
A0A6H2HD11,A0A6H2HD11_9BURK,Ribosomal RNA large subunit methyltransferase J,rlmJ,Polaromonas vacuolata,37448,320
A0A6H2HD12,A0A6H2HD12_9BURK,Peptidoglycan glycosyltransferase MrdB,mrdB,Polaromonas vacuolata,37448,400
A0A6H2HD15,A0A6H2HD15_9BURK,Adenosylhomocysteinase,ahcY,Polaromonas vacuolata,37448,480
A0A6H2HD18,A0A6H2HD18_9BURK,Aspartate carbamoyltransferase,pyrB,Polaromonas vacuolata,37448,320
A0A6H2HD43,A0A6H2HD43_9BURK,Diaminopimelate epimerase,dapF,Polaromonas vacuolata,37448,292
A0A6H2HD56,A0A6H2HD56_9BURK,"dTDP-4-dehydrorhamnose 3,5-epimerase",rmlC_2,Polaromonas vacuolata,37448,182
A0A6H2HD64,A0A6H2HD64_9BURK,Signal recognition particle receptor FtsY,ftsY,Polaromonas vacuolata,37448,439
A0A6H2HD72,A0A6H2HD72_9BURK,ATP-dependent dethiobiotin synthetase BioD,bioD1,Polaromonas vacuolata,37448,234
A0A6H2HD98,A0A6H2HD98_9BURK,Cytochrome c oxidase subunit 1,ctaD,Polaromonas vacuolata,37448,546
A0A6H2HDB5,A0A6H2HDB5_9BURK,Signal recognition particle protein,ffh,Polaromonas vacuolata,37448,452
A0A6H2HDD1,A0A6H2HDD1_9BURK,Queuine tRNA-ribosyltransferase,tgt,Polaromonas vacuolata,37448,381
A0A6H2HDD2,A0A6H2HDD2_9BURK,Protein-glutamate methylesterase/protein-glutamine glutaminase,cheB_2,Polaromonas vacuolata,37448,358
A0A6H2HDD3,A0A6H2HDD3_9BURK,Acetylglutamate kinase,argB,Polaromonas vacuolata,37448,301
A0A6H2HDE6,A0A6H2HDE6_9BURK,UDP-N-acetylmuramate--L-alanine ligase,murC,Polaromonas vacuolata,37448,477
A0A6H2HDG5,A0A6H2HDG5_9BURK,RNA polymerase sigma factor FliA,fliA,Polaromonas vacuolata,37448,248
A0A6H2HDJ7,A0A6H2HDJ7_9BURK,Biotin synthase,bioB,Polaromonas vacuolata,37448,345
A0A6H2HDM8,A0A6H2HDM8_9BURK,Catalase-related peroxidase,srpA_2,Polaromonas vacuolata,37448,334
A0A6H2HDN5,A0A6H2HDN5_9BURK,Imidazole glycerol phosphate synthase subunit HisF,hisF,Polaromonas vacuolata,37448,262
A0A6H2HDN7,A0A6H2HDN7_9BURK,DNA-directed RNA polymerase subunit beta',rpoC,Polaromonas vacuolata,37448,1405
A0A6H2HDQ4,A0A6H2HDQ4_9BURK,DNA-directed RNA polymerase subunit beta,rpoB,Polaromonas vacuolata,37448,1370
A0A6H2HDR4,A0A6H2HDR4_9BURK,Anthranilate phosphoribosyltransferase,trpD,Polaromonas vacuolata,37448,347
A0A6H2HDS1,A0A6H2HDS1_9BURK,Malate synthase G,glcB,Polaromonas vacuolata,37448,733
A0A6H2HDW5,A0A6H2HDW5_9BURK,Thiamine-monophosphate kinase,thiL,Polaromonas vacuolata,37448,328
A0A6H2HDX0,A0A6H2HDX0_9BURK,N5-carboxyaminoimidazole ribonucleotide synthase,purK,Polaromonas vacuolata,37448,412
A0A6H2HDX3,A0A6H2HDX3_9BURK,,btrW,Polaromonas vacuolata,37448,153
A0A6H2HDX7,A0A6H2HDX7_9BURK,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],glmS_2,Polaromonas vacuolata,37448,625
A0A6H2HDX8,A0A6H2HDX8_9BURK,Isocitrate dehydrogenase kinase/phosphatase,aceK,Polaromonas vacuolata,37448,603
A0A6H2HDZ4,A0A6H2HDZ4_9BURK,Threonylcarbamoyl-AMP synthase,ywlC,Polaromonas vacuolata,37448,324
A0A6H2HE04,A0A6H2HE04_9BURK,Phosphoglycerate kinase,pgk,Polaromonas vacuolata,37448,396
A0A6H2HE24,A0A6H2HE24_9BURK,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,glnE,Polaromonas vacuolata,37448,921
A0A6H2HE26,A0A6H2HE26_9BURK,tRNA-dihydrouridine synthase B,dus,Polaromonas vacuolata,37448,348
A0A6H2HE33,A0A6H2HE33_9BURK,Ribulose-phosphate 3-epimerase,rpe,Polaromonas vacuolata,37448,228
A0A6H2HE39,A0A6H2HE39_9BURK,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Polaromonas vacuolata,37448,390
A0A6H2HE58,A0A6H2HE58_9BURK,Glyceraldehyde-3-phosphate dehydrogenase,gapA,Polaromonas vacuolata,37448,332
A0A6H2HE59,A0A6H2HE59_9BURK,Chaperone SurA,surA,Polaromonas vacuolata,37448,472
A0A6H2HE66,A0A6H2HE66_9BURK,Tyrosine--tRNA ligase,tyrS,Polaromonas vacuolata,37448,410
A0A6H2HE71,A0A6H2HE71_9BURK,Phosphatidylserine decarboxylase proenzyme,psd,Polaromonas vacuolata,37448,282
A0A6H2HE81,A0A6H2HE81_9BURK,tRNA modification GTPase MnmE,mnmE,Polaromonas vacuolata,37448,478
A0A6H2HE82,A0A6H2HE82_9BURK,Ribosomal RNA small subunit methyltransferase A,rsmA,Polaromonas vacuolata,37448,268
A0A6H2HE92,A0A6H2HE92_9BURK,Homoserine O-succinyltransferase,metXS,Polaromonas vacuolata,37448,374
A0A6H2HE98,A0A6H2HE98_9BURK,UvrABC system protein A,uvrA_2,Polaromonas vacuolata,37448,991
A0A6H2HEA3,A0A6H2HEA3_9BURK,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Polaromonas vacuolata,37448,297
A0A6H2HEG8,A0A6H2HEG8_9BURK,DNA-directed RNA polymerase subunit alpha,rpoA,Polaromonas vacuolata,37448,329
A0A6H2HEI8,A0A6H2HEI8_9BURK,ATP-dependent DNA helicase RecG,recG,Polaromonas vacuolata,37448,725
A0A6H2HEX8,A0A6H2HEX8_9BURK,Phosphoglycolate phosphatase,cbbZC,Polaromonas vacuolata,37448,240
A0A6H2HEZ8,A0A6H2HEZ8_9BURK,Protein RecA,recA,Polaromonas vacuolata,37448,376
A0A6H2HF97,A0A6H2HF97_9BURK,Adenylosuccinate lyase,purB,Polaromonas vacuolata,37448,463
A0A6H2H4F1,A0A6H2H4F1_9BURK,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,mnmG,Polaromonas vacuolata,37448,664
A0A6H2H4F2,A0A6H2H4F2_9BURK,Ribosomal RNA small subunit methyltransferase G,rsmG,Polaromonas vacuolata,37448,219
A0A6H2H4G8,A0A6H2H4G8_9BURK,Beta sliding clamp,dnaN,Polaromonas vacuolata,37448,368
A0A6H2H4I2,A0A6H2H4I2_9BURK,Recombination-associated protein RdgC,rdgC,Polaromonas vacuolata,37448,309
A0A6H2H4I4,A0A6H2H4I4_9BURK,Septum site-determining protein MinD,minD,Polaromonas vacuolata,37448,272
A0A6H2H4I9,A0A6H2H4I9_9BURK,Thiazole synthase,thiG,Polaromonas vacuolata,37448,272
A0A6H2H4K3,A0A6H2H4K3_9BURK,Cobalamin adenosyltransferase,cobO_1,Polaromonas vacuolata,37448,188
A0A6H2H4K8,A0A6H2H4K8_9BURK,D-lactate dehydrogenase (cytochrome),,Polaromonas vacuolata,37448,473
A0A6H2H4M0,A0A6H2H4M0_9BURK,Glycolate oxidase iron-sulfur subunit,lutA,Polaromonas vacuolata,37448,413
A0A6H2H4N3,A0A6H2H4N3_9BURK,,metH_1,Polaromonas vacuolata,37448,354
A0A6H2H4N4,A0A6H2H4N4_9BURK,Ammonium transporter,amtB_1,Polaromonas vacuolata,37448,517
A0A6H2H4N7,A0A6H2H4N7_9BURK,,,Polaromonas vacuolata,37448,312
A0A6H2H4P0,A0A6H2H4P0_9BURK,histidine kinase,rstB,Polaromonas vacuolata,37448,403
A0A6H2H4P2,A0A6H2H4P2_9BURK,lipopolysaccharide heptosyltransferase II,rfaF_1,Polaromonas vacuolata,37448,343
A0A6H2H4Q1,A0A6H2H4Q1_9BURK,,parB,Polaromonas vacuolata,37448,317
A0A6H2H4S0,A0A6H2H4S0_9BURK,Cell shape-determining protein MreC,mreC,Polaromonas vacuolata,37448,305
A0A6H2H4S2,A0A6H2H4S2_9BURK,Cell shape-determining protein MreB,mreB,Polaromonas vacuolata,37448,362
A0A6H2H4T2,A0A6H2H4T2_9BURK,,bepA_1,Polaromonas vacuolata,37448,277
A0A6H2H4T6,A0A6H2H4T6_9BURK,Glutamyl-tRNA(Gln) amidotransferase subunit A,gatA_1,Polaromonas vacuolata,37448,504
A0A6H2H4U1,A0A6H2H4U1_9BURK,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,gatB,Polaromonas vacuolata,37448,491
A0A6H2H4U2,A0A6H2H4U2_9BURK,Small ribosomal subunit protein uS12,rpsL,Polaromonas vacuolata,37448,125
A0A6H2H4U8,A0A6H2H4U8_9BURK,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,gatC,Polaromonas vacuolata,37448,99
A0A6H2H4V2,A0A6H2H4V2_9BURK,Large ribosomal subunit protein uL22,rplV,Polaromonas vacuolata,37448,109
A0A6H2H4V3,A0A6H2H4V3_9BURK,Small ribosomal subunit protein uS19,rpsS,Polaromonas vacuolata,37448,92
A0A6H2H4W6,A0A6H2H4W6_9BURK,Large ribosomal subunit protein uL23,rplW,Polaromonas vacuolata,37448,108
A0A6H2H4W8,A0A6H2H4W8_9BURK,Large ribosomal subunit protein uL4,rplD,Polaromonas vacuolata,37448,206
A0A6H2H4X0,A0A6H2H4X0_9BURK,,corA_1,Polaromonas vacuolata,37448,371
A0A6H2H4X4,A0A6H2H4X4_9BURK,lactoylglutathione lyase,gloA_1,Polaromonas vacuolata,37448,178
A0A6H2H4Y0,A0A6H2H4Y0_9BURK,Large ribosomal subunit protein uL2,rplB,Polaromonas vacuolata,37448,274
A0A6H2H4Y1,A0A6H2H4Y1_9BURK,ATP synthase epsilon chain,atpC,Polaromonas vacuolata,37448,138
A0A6H2H4Z5,A0A6H2H4Z5_9BURK,ATP synthase gamma chain,atpG,Polaromonas vacuolata,37448,288
A0A6H2H501,A0A6H2H501_9BURK,Type 3 secretion system ATPase,yscN,Polaromonas vacuolata,37448,442
A0A6H2H506,A0A6H2H506_9BURK,ATP synthase subunit c,atpE,Polaromonas vacuolata,37448,83
A0A6H2H514,A0A6H2H514_9BURK,Small ribosomal subunit protein uS7,rpsG,Polaromonas vacuolata,37448,157
A0A6H2H519,A0A6H2H519_9BURK,Integrase catalytic domain-containing protein,,Polaromonas vacuolata,37448,326
A0A6H2H523,A0A6H2H523_9BURK,Small ribosomal subunit protein uS3,rpsC,Polaromonas vacuolata,37448,302
A0A6H2H532,A0A6H2H532_9BURK,Arginase,rocF,Polaromonas vacuolata,37448,316
A0A6H2H538,A0A6H2H538_9BURK,Magnesium transport protein CorA,corA_2,Polaromonas vacuolata,37448,328
A0A6H2H539,A0A6H2H539_9BURK,Phosphatase NudJ,nudJ,Polaromonas vacuolata,37448,190
A0A6H2H540,A0A6H2H540_9BURK,,glxR,Polaromonas vacuolata,37448,301
A0A6H2H544,A0A6H2H544_9BURK,NAD(P) transhydrogenase subunit beta,pntB,Polaromonas vacuolata,37448,475
A0A6H2H545,A0A6H2H545_9BURK,LPS-assembly lipoprotein LptE,lptE,Polaromonas vacuolata,37448,169
A0A6H2H550,A0A6H2H550_9BURK,Leucine--tRNA ligase,leuS,Polaromonas vacuolata,37448,902
A0A6H2H556,A0A6H2H556_9BURK,Large ribosomal subunit protein uL3,rplC,Polaromonas vacuolata,37448,226
A0A6H2H559,A0A6H2H559_9BURK,Probable potassium transport system protein Kup,kup,Polaromonas vacuolata,37448,622
A0A6H2H563,A0A6H2H563_9BURK,Translocator protein BipB-like C-terminal domain-containing protein,,Polaromonas vacuolata,37448,389
A0A6H2H564,A0A6H2H564_9BURK,Gamma-glutamyl phosphate reductase,proA_1,Polaromonas vacuolata,37448,457
A0A6H2H565,A0A6H2H565_9BURK,Glutathione-dependent peroxiredoxin,,Polaromonas vacuolata,37448,168
A0A6H2H568,A0A6H2H568_9BURK,Phosphatidylglycerophosphatase A,pgpA,Polaromonas vacuolata,37448,193
A0A6H2H577,A0A6H2H577_9BURK,Integrase catalytic domain-containing protein,,Polaromonas vacuolata,37448,318
A0A6H2H578,A0A6H2H578_9BURK,mannose-1-phosphate guanylyltransferase,manC1,Polaromonas vacuolata,37448,479
A0A6H2H585,A0A6H2H585_9BURK,proton-translocating NAD(P)(+) transhydrogenase,pntAA,Polaromonas vacuolata,37448,371
A0A6H2H588,A0A6H2H588_9BURK,ATP synthase subunit delta,atpH,Polaromonas vacuolata,37448,176
A0A6H2H592,A0A6H2H592_9BURK,UDP-glucose 4-epimerase,capD,Polaromonas vacuolata,37448,336
A0A6H2H593,A0A6H2H593_9BURK,Ferric uptake regulation protein,fur,Polaromonas vacuolata,37448,148
A0A6H2H5A5,A0A6H2H5A5_9BURK,Dual-specificity RNA pseudouridine synthase RluF,rluF_1,Polaromonas vacuolata,37448,280
A0A6H2H5A9,A0A6H2H5A9_9BURK,Integrase catalytic domain-containing protein,,Polaromonas vacuolata,37448,326
A0A6H2H5B9,A0A6H2H5B9_9BURK,histidine kinase,regB,Polaromonas vacuolata,37448,443
A0A6H2H5C0,A0A6H2H5C0_9BURK,,cyoB,Polaromonas vacuolata,37448,667
A0A6H2H5C2,A0A6H2H5C2_9BURK,Type II secretion system core protein G,xcpT_1,Polaromonas vacuolata,37448,146
A0A6H2H5C7,A0A6H2H5C7_9BURK,adenosylhomocysteine nucleosidase,mtnN,Polaromonas vacuolata,37448,265
A0A6H2H5D4,A0A6H2H5D4_9BURK,,exbD_1,Polaromonas vacuolata,37448,148
A0A6H2H5D8,A0A6H2H5D8_9BURK,Formate--tetrahydrofolate ligase,fhs,Polaromonas vacuolata,37448,558
A0A6H2H5E2,A0A6H2H5E2_9BURK,Ribonuclease VapC,vapC,Polaromonas vacuolata,37448,139
A0A6H2H5E6,A0A6H2H5E6_9BURK,Type II secretion system protein N,,Polaromonas vacuolata,37448,271
A0A6H2H5F9,A0A6H2H5F9_9BURK,Probable inorganic carbon transporter subunit DabB,nuoL_1,Polaromonas vacuolata,37448,534
A0A6H2H5G5,A0A6H2H5G5_9BURK,AMP nucleosidase,amn,Polaromonas vacuolata,37448,499
A0A6H2H5G7,A0A6H2H5G7_9BURK,Probable septum site-determining protein MinC,minC,Polaromonas vacuolata,37448,272
A0A6H2H5H1,A0A6H2H5H1_9BURK,,garB,Polaromonas vacuolata,37448,459
A0A6H2H5H4,A0A6H2H5H4_9BURK,,dbpA,Polaromonas vacuolata,37448,468
A0A6H2H5H7,A0A6H2H5H7_9BURK,Negative regulator of flagellin synthesis,,Polaromonas vacuolata,37448,96
A0A6H2H5I5,A0A6H2H5I5_9BURK,Peptidoglycan hydrolase FlgJ,flgJ,Polaromonas vacuolata,37448,358
A0A6H2H5I8,A0A6H2H5I8_9BURK,,exoA,Polaromonas vacuolata,37448,269
A0A6H2H5J0,A0A6H2H5J0_9BURK,Flagellar P-ring protein,flgI,Polaromonas vacuolata,37448,380
A0A6H2H5J1,A0A6H2H5J1_9BURK,Type II secretion system protein I,xcpV,Polaromonas vacuolata,37448,124
A0A6H2H5J2,A0A6H2H5J2_9BURK,,fruK,Polaromonas vacuolata,37448,647
A0A6H2H5J5,A0A6H2H5J5_9BURK,Flagellar protein,fliO,Polaromonas vacuolata,37448,183
